question,error,domain,country,organization_name,confidence
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in COSTA RICA?",,FOREIGN AFFAIRS,COSTA RICA,Ministry of Foreign Affairs and Worship,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in ARMENIA?",,FOREIGN AFFAIRS,ARMENIA,Ministry of Foreign Affairs of Armenia,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in LEBANON?",,FOREIGN AFFAIRS,LEBANON,Ministry of Foreign Affairs and Emigrants,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in GUATEMALA?",,FOREIGN AFFAIRS,GUATEMALA,Ministry of Foreign Affairs of Guatemala,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in SUDAN?",,FOREIGN AFFAIRS,SUDAN,Ministry of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in PANAMA?",,FOREIGN AFFAIRS,PANAMA,Ministry of Foreign Affairs of the Republic of Panama,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in AUSTRALIA?",,FOREIGN AFFAIRS,AUSTRALIA,Department of Foreign Affairs and Trade,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in CÔTE D'IVOIRE?",,FOREIGN AFFAIRS,CÔTE D'IVOIRE,"Ministère des Affaires étrangères, de l'Intégration africaine et de la Diaspora",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in ITALY?",,FOREIGN AFFAIRS,ITALY,Ministry of Foreign Affairs and International Cooperation,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in PAPUA NEW GUINEA?",,FOREIGN AFFAIRS,PAPUA NEW GUINEA,Department of Foreign Affairs and Immigration,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in SURINAME?",,FOREIGN AFFAIRS,SURINAME,"Ministry of Foreign Affairs, International Business and International Cooperation of Suriname",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in AUSTRIA?",,FOREIGN AFFAIRS,AUSTRIA,"Federal Ministry for European and International Affairs (Bundesministerium für europäische und internationale Angelegenheiten, BMEIA)",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in CROATIA?",,FOREIGN AFFAIRS,CROATIA,Ministry of Foreign and European Affairs of the Republic of Croatia,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in DOMINICA?",,FOREIGN AFFAIRS,DOMINICA,"Ministry of Foreign Affairs, International Business, Trade and Energy",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in GUINEA-BISSAU?",,FOREIGN AFFAIRS,GUINEA-BISSAU,"Ministry of Foreign Affairs, International Cooperation, and Communities",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in KYRGYZSTAN?",,FOREIGN AFFAIRS,KYRGYZSTAN,Ministry of Foreign Affairs of the Kyrgyz Republic,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in PARAGUAY?",,FOREIGN AFFAIRS,PARAGUAY,Ministry of Foreign Affairs of Paraguay,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in SWEDEN?",,FOREIGN AFFAIRS,SWEDEN,Ministry for Foreign Affairs (Sweden),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in AZERBAIJAN?",,FOREIGN AFFAIRS,AZERBAIJAN,Ministry of Foreign Affairs of Azerbaijan,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in CUBA?",,FOREIGN AFFAIRS,CUBA,Ministry of Foreign Affairs (MINREX),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in MALDIVES?",,FOREIGN AFFAIRS,MALDIVES,Ministry of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in HONDURAS?",,FOREIGN AFFAIRS,HONDURAS,Ministry of Foreign Affairs and International Cooperation of the Republic of Honduras,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in SWITZERLAND?",,FOREIGN AFFAIRS,SWITZERLAND,Federal Department of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in PERU?",,FOREIGN AFFAIRS,PERU,Ministry of Foreign Affairs (Ministerio de Relaciones Exteriores del Perú),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in BAHAMAS (THE)?",,FOREIGN AFFAIRS,BAHAMAS (THE),Ministry of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in CYPRUS?",,FOREIGN AFFAIRS,CYPRUS,Ministry of Foreign Affairs of Cyprus,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in GREECE?",,FOREIGN AFFAIRS,GREECE,Ministry of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in MALI?",,FOREIGN AFFAIRS,MALI,Ministry of Foreign Affairs and International Cooperation of Mali,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in PHILIPPINES?",,FOREIGN AFFAIRS,PHILIPPINES,Department of Foreign Affairs (Philippines),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in BAHRAIN?",,FOREIGN AFFAIRS,BAHRAIN,Ministry of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in SYRIA?",,FOREIGN AFFAIRS,SYRIA,Ministry of Foreign Affairs and Expatriates,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in CZECH REPUBLIC?",,FOREIGN AFFAIRS,CZECH REPUBLIC,Ministry of Foreign Affairs of the Czech Republic,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in GHANA?",,FOREIGN AFFAIRS,GHANA,Ministry of Foreign Affairs and Regional Integration,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in GUINEA?",,FOREIGN AFFAIRS,GUINEA,"Ministry of Foreign Affairs, International Cooperation, African Integration and Guineans Abroad",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in MAURITIUS?",,FOREIGN AFFAIRS,MAURITIUS,"Ministry of Foreign Affairs, Regional Integration and International Trade",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in POLAND?",,FOREIGN AFFAIRS,POLAND,Ministry of Foreign Affairs of the Republic of Poland,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in TAJIKISTAN?",,FOREIGN AFFAIRS,TAJIKISTAN,Ministry of Foreign Affairs of the Republic of Tajikistan,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in BANGLADESH?",,FOREIGN AFFAIRS,BANGLADESH,Ministry of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA?",,FOREIGN AFFAIRS,DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,Ministry of Foreign Affairs of the Democratic People's Republic of Korea,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in DOMINICAN REPUBLIC?",,FOREIGN AFFAIRS,DOMINICAN REPUBLIC,Ministry of External Relations (Ministerio de Relaciones Exteriores - MIREX),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in HUNGARY?",,FOREIGN AFFAIRS,HUNGARY,Ministry of Foreign Affairs and Trade,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in LESOTHO?",,FOREIGN AFFAIRS,LESOTHO,Ministry of Foreign Affairs and International Relations,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in MOROCCO?",,FOREIGN AFFAIRS,MOROCCO,"Ministry of Foreign Affairs, African Cooperation and Moroccan Expatriates",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in TANZANIA?",,FOREIGN AFFAIRS,TANZANIA,Ministry of Foreign Affairs and East African Cooperation,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in PORTUGAL?",,FOREIGN AFFAIRS,PORTUGAL,Ministry of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in BARBADOS?",,FOREIGN AFFAIRS,BARBADOS,Ministry of Foreign Affairs and Foreign Trade,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in DEMOCRATIC REPUBLIC OF THE CONGO?",,FOREIGN AFFAIRS,DEMOCRATIC REPUBLIC OF THE CONGO,"Ministry of Foreign Affairs, International Cooperation, and Francophonie",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in ECUADOR?",,FOREIGN AFFAIRS,ECUADOR,Ministerio de Relaciones Exteriores y Movilidad Humana,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in ICELAND?",,FOREIGN AFFAIRS,ICELAND,Ministry for Foreign Affairs of Iceland,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in LATVIA?",,FOREIGN AFFAIRS,LATVIA,Ministry of Foreign Affairs of the Republic of Latvia,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in QATAR?",,FOREIGN AFFAIRS,QATAR,Ministry of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in THAILAND?",,FOREIGN AFFAIRS,THAILAND,Ministry of Foreign Affairs of the Kingdom of Thailand,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in BELARUS?",,FOREIGN AFFAIRS,BELARUS,Ministry of Foreign Affairs of the Republic of Belarus,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in DENMARK?",,FOREIGN AFFAIRS,DENMARK,Ministry of Foreign Affairs of Denmark,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in EGYPT?",,FOREIGN AFFAIRS,EGYPT,Ministry of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in HAITI?",,FOREIGN AFFAIRS,HAITI,Ministry of Foreign Affairs and Worship,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in MALAYSIA?",,FOREIGN AFFAIRS,MALAYSIA,Ministry of Foreign Affairs (Malaysia),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in ROMANIA?",,FOREIGN AFFAIRS,ROMANIA,Ministry of Foreign Affairs of Romania,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in TIMOR-LESTE?",,FOREIGN AFFAIRS,TIMOR-LESTE,Ministry of Foreign Affairs and Cooperation,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in BELIZE?",,FOREIGN AFFAIRS,BELIZE,Ministry of Foreign Affairs and Foreign Trade,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in DJIBOUTI?",,FOREIGN AFFAIRS,DJIBOUTI,Ministry of Foreign Affairs and International Cooperation,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in EL SALVADOR?",,FOREIGN AFFAIRS,EL SALVADOR,Ministry of Foreign Affairs of El Salvador,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in MALAWI?",,FOREIGN AFFAIRS,MALAWI,Ministry of Foreign Affairs and International Cooperation,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in RUSSIA?",,FOREIGN AFFAIRS,RUSSIA,Ministry of Foreign Affairs of the Russian Federation,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in TOGO?",,FOREIGN AFFAIRS,TOGO,"Ministry of Foreign Affairs, Regional Integration and Togolese Abroad",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in BELGIUM?",,FOREIGN AFFAIRS,BELGIUM,"Federal Public Service Foreign Affairs, Foreign Trade and Development Cooperation",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in LIECHTENSTEIN?",,FOREIGN AFFAIRS,LIECHTENSTEIN,"Ministry of Foreign Affairs, Environment and Culture",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in EQUATORIAL GUINEA?",,FOREIGN AFFAIRS,EQUATORIAL GUINEA,"Ministry of Foreign Affairs, International Cooperation, and Francophone Affairs",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in RWANDA?",,FOREIGN AFFAIRS,RWANDA,Ministry of Foreign Affairs and International Cooperation,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in TONGA?",,FOREIGN AFFAIRS,TONGA,Ministry of Foreign Affairs & Immigration & Citizenship,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in BENIN?",,FOREIGN AFFAIRS,BENIN,Ministry of Foreign Affairs and Cooperation,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in ERITREA?",,FOREIGN AFFAIRS,ERITREA,Ministry of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in MADAGASCAR?",,FOREIGN AFFAIRS,MADAGASCAR,Ministère des Affaires Étrangères de Madagascar (Ministry of Foreign Affairs of Madagascar),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in SAINT KITTS AND NEVIS?",,FOREIGN AFFAIRS,SAINT KITTS AND NEVIS,"Ministry of Foreign Affairs, Economic Development, International Trade, Investments and Industry and Commerce",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in MONGOLIA?",,FOREIGN AFFAIRS,MONGOLIA,Ministry of Foreign Affairs of Mongolia,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in BHUTAN?",,FOREIGN AFFAIRS,BHUTAN,Ministry of Foreign Affairs and External Trade,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in TRINIDAD AND TOBAGO?",,FOREIGN AFFAIRS,TRINIDAD AND TOBAGO,Ministry of Foreign and CARICOM Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in ESTONIA?",,FOREIGN AFFAIRS,ESTONIA,Ministry of Foreign Affairs of Estonia,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in LUXEMBOURG?",,FOREIGN AFFAIRS,LUXEMBOURG,Ministry of Foreign and European Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in MOLDOVA?",,FOREIGN AFFAIRS,MOLDOVA,Ministry of Foreign Affairs and European Integration of the Republic of Moldova,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in SAINT LUCIA?",,FOREIGN AFFAIRS,SAINT LUCIA,"Ministry of External Affairs, International Trade, Civil Aviation and Diaspora Affairs",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in TUNISIA?",,FOREIGN AFFAIRS,TUNISIA,"Ministry of Foreign Affairs, Migration and Tunisians Abroad",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in ESWATINI?",,FOREIGN AFFAIRS,ESWATINI,Ministry of Foreign Affairs and International Cooperation,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in BOLIVIA?",,FOREIGN AFFAIRS,BOLIVIA,Ministry of Foreign Affairs of Bolivia (Ministerio de Relaciones Exteriores),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in CAMBODIA?",,FOREIGN AFFAIRS,CAMBODIA,Ministry of Foreign Affairs and International Cooperation,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in AFGHANISTAN?",,FOREIGN AFFAIRS,AFGHANISTAN,Ministry of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in ITALY?",,FOREIGN AFFAIRS,ITALY,Ministry of Foreign Affairs and International Cooperation,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in NIGER?",,FOREIGN AFFAIRS,NIGER,"Ministry of Foreign Affairs, Cooperation and African Integration",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in UKRAINE?",,FOREIGN AFFAIRS,UKRAINE,Ministry of Foreign Affairs of Ukraine,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in SENEGAL?",,FOREIGN AFFAIRS,SENEGAL,Ministry of African Integration and Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in CAMEROON?",,FOREIGN AFFAIRS,CAMEROON,Ministry of External Relations of the Republic of Cameroon,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in ISRAEL?",,FOREIGN AFFAIRS,ISRAEL,Ministry of Foreign Affairs of Israel,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in NIGERIA?",,FOREIGN AFFAIRS,NIGERIA,Ministry of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in SERBIA?",,FOREIGN AFFAIRS,SERBIA,Ministry of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in UNITED ARAB EMIRATES?",,FOREIGN AFFAIRS,UNITED ARAB EMIRATES,Ministry of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in ALBANIA?",,FOREIGN AFFAIRS,ALBANIA,Ministry for Europe and Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in CANADA?",,FOREIGN AFFAIRS,CANADA,Global Affairs Canada,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in JORDAN?",,FOREIGN AFFAIRS,JORDAN,Ministry of Foreign Affairs and Expatriates,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in SEYCHELLES?",,FOREIGN AFFAIRS,SEYCHELLES,Ministry of Foreign Affairs and the Diaspora,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in NORTH MACEDONIA?",,FOREIGN AFFAIRS,NORTH MACEDONIA,Ministry of Foreign Affairs and Foreign Trade of the Republic of North Macedonia,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in UNITED KINGDOM?",,FOREIGN AFFAIRS,UNITED KINGDOM,"Foreign, Commonwealth and Development Office",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in ALGERIA?",,FOREIGN AFFAIRS,ALGERIA,Ministry of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in CENTRAL AFRICAN REPUBLIC?",,FOREIGN AFFAIRS,CENTRAL AFRICAN REPUBLIC,"Ministry of Foreign Affairs, Francophonie & Central Africans Abroad",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in MALDIVES?",,FOREIGN AFFAIRS,MALDIVES,Ministry of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in SIERRA LEONE?",,FOREIGN AFFAIRS,SIERRA LEONE,Ministry of Foreign Affairs and International Cooperation,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in NORWAY?",,FOREIGN AFFAIRS,NORWAY,Ministry of Foreign Affairs (Det kongelige utenriksdepartement),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in UNITED STATES?",,FOREIGN AFFAIRS,UNITED STATES,United States Department of State,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in ANDORRA?",,FOREIGN AFFAIRS,ANDORRA,Ministry of Foreign Affairs (Ministeri d'Afers Exteriors),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in CHILE?",,FOREIGN AFFAIRS,CHILE,Ministry of Foreign Affairs of Chile,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in GUINEA?",,FOREIGN AFFAIRS,GUINEA,"Ministry of Foreign Affairs, International Cooperation, African Integration and Guineans Abroad",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in MAURITANIA?",,FOREIGN AFFAIRS,MAURITANIA,"Ministry of Foreign Affairs, Cooperation with Africa and Mauritanians Abroad",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in OMAN?",,FOREIGN AFFAIRS,OMAN,Ministry of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in SINGAPORE?",,FOREIGN AFFAIRS,SINGAPORE,Ministry of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in URUGUAY?",,FOREIGN AFFAIRS,URUGUAY,Ministry of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in ARGENTINA?",,FOREIGN AFFAIRS,ARGENTINA,"Ministry of Foreign Affairs, International Trade and Worship",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in COLOMBIA?",,FOREIGN AFFAIRS,COLOMBIA,Ministry of Foreign Affairs (Ministerio de Relaciones Exteriores),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in HUNGARY?",,FOREIGN AFFAIRS,HUNGARY,Ministry of Foreign Affairs and Trade,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in JAMAICA?",,FOREIGN AFFAIRS,JAMAICA,Ministry of Foreign Affairs and Foreign Trade,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in SLOVAKIA?",,FOREIGN AFFAIRS,SLOVAKIA,Ministry of Foreign and European Affairs of the Slovak Republic,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in PAKISTAN?",,FOREIGN AFFAIRS,PAKISTAN,Ministry of Foreign Affairs (Pakistan),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in UZBEKISTAN?",,FOREIGN AFFAIRS,UZBEKISTAN,Ministry of Foreign Affairs of the Republic of Uzbekistan,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in ANGOLA?",,FOREIGN AFFAIRS,ANGOLA,Ministry of External Relations,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in COMOROS?",,FOREIGN AFFAIRS,COMOROS,Ministry of Foreign Affairs and International Cooperation of the Union of the Comoros,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in GUYANA?",,FOREIGN AFFAIRS,GUYANA,Ministry of Foreign Affairs and International Cooperation,ConfidenceLevel.HIGH
