question,error,domain,country,organization_name,confidence,pretty_citations
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for JUSTICE in GABON?",,JUSTICE,GABON,"Ministry of Justice, Keeper of the Seals, in charge of human rights",ConfidenceLevel.HIGH,"[1] Ministry of Justice (Gabon) (https://en.wikipedia.org/wiki/Ministry_of_Justice_(Gabon)) - Published: 2025-04-27 
    The Ministry of Justice of Gabon is responsible for the following duties: Ensuring the application of any laws and regulations in accordance with t...

[2] Gabon (https://www.uihj.com/wp-content/uploads/2023/05/GABON-MAY-2023-EN.pdf) - Updated: 2024-10-02 
    39 judicial officers are appointed within approx. 39 offices. They work together with approx. 195 staff. The profession of judicial officer is gove...

[3] About: Ministry of Justice (Gabon) (https://dbpedia.org/page/Ministry_of_Justice_(Gabon)) 
    The Ministry of Justice of Gabon is responsible for the following duties: * Ensuring the application of any laws and regulations in accordance with...

[4] Ministry of justice (https://en.wikipedia.org/wiki/Ministry_of_justice) - Published: 2004-08-01 
    A ministry or other government agency in charge of the administration of justice. The ministry or department is often headed by a minister of justi...

[5] MINISTER OF JUSTICE BOZDAĞ MET WITH HIS ... (http://justice.gov.tr/amp/minister-of-justice-bozdag-met-with-his-gabonese-counterpart-ms-ndembet) 
    Minister of Justice Mr. Bekir Bozdağ met with Ms. Erlyne Antonella Ndembet, Minister of Justice, Keeper of the Seals, in charge of human rights of ...

[6] 2022 Country Reports on Human Rights Practices: Gabon (https://www.state.gov/reports/2022-country-reports-on-human-rights-practices/gabon) 
    The judiciary was inefficient. The president appoints and may dismiss judges through the Ministry of Justice, to which the judiciary is accountable...

[7] MINISTÈRE DE LA JUSTICE, GARDE DES SCEAUX ... (https://www.justice.gouv.ga) - Published: 2025-10-21 
    Republique Gabonaise · MINISTÈRE DE LA JUSTICE, GARDE DES SCEAUX,CHARGE DES DROITS HUMAINS · A la une · Actualités · Évènements · Autres informatio...

[8] Contact Information: Gabon (https://www.wipo.int/members/en/contact.jsp?country_id=61) - Published: 2016-01-01 
    Competent administration, Intellectual Property Office Ministry of Culture. Web site address, https://www.culture.gouv.fr. Address. 182, rue Saint-...

[9] Country Links (D-K) (https://www.justice.gov/jmd/ls/countries-d-k) - Published: 2025-07-15 
    Assemblée Nationale - Gabon · Portail Officiel du Gouvernement Gabonais · Ministère de la Justice, Garde des Sceaux, Chargé des Droits Humains - ....."
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for JUSTICE in KENYA?",,JUSTICE,KENYA,Department of Justice,ConfidenceLevel.HIGH,"[1] Department of Justice - Office of the Attorney General and ... (https://www.statelaw.go.ke/departments/department-of-justice/) - Published: 2023-02-03 
    The Department of Justice (DOJ) carries out the functions that formerly belonged to the former Ministry of Justice, National Cohesion and Constitut...

[2] Global Overview – Kenya - Global Access to Justice Project (https://globalaccesstojustice.com/global-overview-kenya/) - Published: 2019-12-17 
    Established in 1973, it was the first legal aid center in Kenya and focuses on empowering marginalized and poor people to access justice though leg...

[3] The Judiciary – Justice Be Our Shield and Defender (https://judiciary.go.ke) - Published: 2025-05-06 
    It establishes the Judiciary as an independent custodian of justice in Kenya. Its primary role is to exercise judicial authority given to it, by th...

[4] Minister of Justice (Kenya) - Wikipedia (https://en.wikipedia.org/wiki/Minister_of_Justice_(Kenya)) - Published: 2025-03-16 
    The minister of justice of Kenya is a cabinet position created in 1963 and is responsible for the administering of justice, national cohesion and ...

[5] Department of Justice (Kenya) - Wikipedia (https://en.wikipedia.org/wiki/Department_of_Justice_(Kenya)) - Published: 2024-08-29 
    It is the Kenyan government ministry responsible for Legal Policy, Policy on Administration of Justice and Constitutional Matters.

[6] Home - Office of the Attorney General and Department of Justice (https://www.statelaw.go.ke) - Published: 2025-06-22 
    This division renders legal advice on all on international and regional law matters to Government Ministries, Departments, and Agencies (MDAs). ......

[7] The Commission on Administrative Justice: Home (https://www.ombudsman.go.ke) - Published: 2025-10-06 
    Our mission: To enforce administrative justice and access to information in Kenya through complaints resolution and public education."
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for JUSTICE in COLOMBIA?",,JUSTICE,COLOMBIA,Ministry of Justice and Law,ConfidenceLevel.HIGH,"[1] Ministry of the Interior and Justice (Colombia) - Wikipedia (https://en.wikipedia.org/wiki/Ministry_of_the_Interior_and_Justice_(Colombia)) - Published: 2024-10-28 
    MIJ was at national executive ministry of the Government of Colombia responsible for the enforcement of both law and administration of justice.

[2] [PDF] Office of the Attorney General - of Colombia (https://www.fiscalia.gov.co/colombia/wp-content/uploads/2012/03/brochure_ingles.pdf) - Updated: 2025-10-02 
    The mission of the Institution is to provide technical and scientific assistance and support to justice administration in Colombia concerning legal...

[3] Contact Channels of the Ministry of Justice and Law - Colombia (https://www.youtube.com/watch?v=CXny8s54Trg) - Published: 2024-12-20 
    In-person channel: Located on the first floor of the Chapinero headquarters of the Ministry of Justice and Law, at Carrera 13 No. · Postal ...

[4] Judicial Attachés (JUDATT) - Criminal Division - Department of Justice (https://www.justice.gov/criminal/ndds/judicial-attaches-judatt) - Published: 2023-10-30 
    NDDS' Judicial Attaché's Office (“JUDATT”) is the Department of Justice's main representative at the United States Embassy in Colombia.

[5] Colombia's Justice Houses Program provides a one-stop shop for ... (https://www.sdg16.plus/policies/colombias-justice-houses-program-provides-a-one-stop-shop-for-access-to-justice-for-those-most-at-risk-of-being-left-behind/) - Published: 2023-06-06 
    The Justice Houses in Colombia are multi-agency venues that provide information on rights, legal advice, and conflict resolution services ...

[6] An Introduction to Colombian Governmental Institutions and Primary ... (https://www.nyulawglobal.org/globalex/colombia1.html) - Published: 2016-12-01 
    Colombia's judicial branch is made up of the State's high courts — the Constitutional Court (Corte Constitutional), the Supreme Court (Corte Suprem...

[7] Ministry of Justice and Law (Colombia) - Wikipedia (https://en.wikipedia.org/wiki/Ministry_of_Justice_and_Law_(Colombia)) - Published: 2025-02-05 
    The Ministry of Justice and Law is the national executive ministry of the Government of Colombia responsible for the administration of law and just...

[8] ️Ministry of the Interior and Justice of Colombia / Ministerio del ... (https://www.developmentaid.org/organizations/view/182525/ministerio-del-interior-y-de-justicia-colombia) - Updated: 2025-09-14 
    Formulate, coordinate and execute the public policy, plans, programs and projects regarding human rights and humanitarian international right.

[9] [PDF] Local Justice Systems in Colombia (https://cic.nyu.edu/wp-content/uploads/2024/07/Local-Justice-Systems-in-Colombia-July-2024-EN.pdf) - Updated: 2025-10-10 
    Below, insights from the Colombian experience offer invaluable lessons for governments, justice actors, civil society, international donors, and ot...

[10] The Ministry | Ministerio de Educación Nacional (https://www.mineducacion.gov.co/portal/secciones/English-version/The-Ministry/) - Published: 2025-09-15 
    The purpose of the Ministry of National Education is to ensure the right to education of all Colombians, through the fulfillment of its mission."
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for JUSTICE in QATAR?",,JUSTICE,QATAR,Ministry of Justice,ConfidenceLevel.HIGH,"[1] Ministry of Justice (Qatar) - Wikipedia (https://en.wikipedia.org/wiki/Ministry_of_Justice_(Qatar)) - Published: 2025-03-08 
    The Ministry of Justice of Qatar is responsible for the following duties: Supervising the practice of law in Qatar; Defending the federal governmen...

[2] Qatar's Ministry of Justice Streamlines Real Estate Registration ... - Esri (https://www.esri.com/en-us/lg/industry/real-estate/stories/qatar-moj-case-study) - Published: 2024-02-15 
    MOJ's staff implemented the REGIS application to digitize their processes, streamline operations, and create a comprehensive system for real estate...

[3] Ministry of Justice Homepage (https://www.moj.gov.qa/en/pages/default.aspx) 
    The evaluation of the Ministry of Justice began today within the Qatar Government Excellence Program Award in its second cycle for the year ... Rea...

[4] Minister of Justice and Minister of State for Cabinet Affairs (https://www.gco.gov.qa/en/state-of-qatar/state-institutions/council-of-ministers/members-of-the-cabinet/minister-of-justice/) - Published: 2025-01-26 
    His Excellency Ibrahim bin Ali bin Issa Al Hassan Al Mohannadi was appointed as Minister of Justice and Minister of State for Cabinet Affairs in Ja..."
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for JUSTICE in YEMEN?",,JUSTICE,YEMEN,Ministry of Justice,ConfidenceLevel.HIGH,"[1] Ministry of Justice (Yemen) - Wikipedia (https://en.wikipedia.org/wiki/Ministry_of_Justice_(Yemen)) - Published: 2025-01-04 
    The Ministry of Justice (Arabic: وزارة العدل) is a cabinet ministry of Yemen. Republic of Yemen Ministry of Justice. Emblem of Yemen. Ministry over...

[2] Promoting Inclusive Access to Justice in Yemen (PIAJ) (https://www.undp.org/yemen/projects/promoting-inclusive-access-justice-yemen-piaj) - Published: 2021-10-07 
    UNDP and the Netherlands expand partnership to support access to justice in Yemen. Aden, Yemen: 29 June 2025 – The United Nations Development Progr...

[3] [PDF] Opening Space for Transitional Justice in Yemen (https://www.ictj.org/sites/default/files/2025-04/ICTJ_Report_Yemen-TJ_0.pdf) - Updated: 2025-07-15 
    Promoting reconciliation in the peace negotiations: The emphasis on both bringing con- flict and violence to an end in Yemen and the resumption of ...

[4] Minister of Justice, Yemeni Minister of Defence discuss cooperation ... (https://www.moj.gov.ae/en/media-center/news/8/12/2022/%D9%88%D8%B2%D9%8A%D8%B1-%D8%A7%D9%84%D8%B9%D8%AF%D9%84-%D9%88%D9%88%D8%B2%D9%8A%D8%B1-%D8%A7%D9%84%D8%AF%D9%81%D8%A7%D8%B9-%D8%A7%D9%84%D9%8A%D9%85%D9%86%D9%8A-%D9%8A%D8%A8%D8%AD%D8%AB%D8%A7%D9%86-%D8%A7%D9%84%D8%AA%D8%B9%D8%A7%D9%88%D9%86-%D9%88%D9%8A%D9%88%D9%82%D8%B9%D8%A7%D9%86-%D8%A7%D8%AA%D9%81%D8%A7%D9%82%D9%8A%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D9%85%D8%AC%D8%A7%D9%84-%D8%A7%D9%84%D8%AF%D9%81%D8%A7%D8%B9%D9%8A-%D9%88%D9%85%D9%88%D8%A7%D8%AC%D9%87%D8%A9-%D8%A7%D9%84%D8%A5%D8%B1%D9%87%D8%A7%D8%A8.aspx) - Published: 2025-03-19 
    Abdullah bin Sultan bin Awad Al Nuaimi, Minister of Justice, today met, on behalf of Mohammed bin Ahmed Al Bowardi, Minister of State for Defence A...

[5] World Report 2025: Yemen | Human Rights Watch (https://www.hrw.org/world-report/2025/country-chapters/yemen) - Published: 2025-01-16 
    Yemen remains one of the world's worst humanitarian crises. More than 18.2 million people need humanitarian assistance.

[6] 28 August 2025 Israeli attacks on Yemen - Wikipedia (https://en.wikipedia.org/wiki/28_August_2025_Israeli_attacks_on_Yemen) - Published: 2025-08-29 
    Minister of Youth and Sports. Samir Muhammad Bajala, Minister of Social Affairs and Labour. Mujahid Ahmed Abdullah Ali, Minister of Justice and Hum...

[7] Yemeni Government Forces Say Repelled Deadly Al-Qaeda Attack (https://thedefensepost.com/2025/10/22/yemeni-al-qaeda-attack/) - Published: 2025-10-22 
    Forces loyal to Yemen's internationally recognised government said on Tuesday they had repelled an attack by Al-Qaeda in the country's south ...

[8] Yemen: Freedom in the World 2025 Country Report (https://freedomhouse.org/country/yemen/freedom-world/2025) - Published: 2024-11-01 
    See the Freedom in the World 2025 score and learn about democracy and freedom in Yemen.

[9] 2023 Country Reports on Human Rights Practices: Yemen (https://2021-2025.state.gov/reports/2023-country-reports-on-human-rights-practices/yemen/) - Published: 2024-04-22 
    There were no significant changes in the human rights situation in Yemen during the year. Significant human rights issues included credible reports..."
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for JUSTICE in MONGOLIA?",,JUSTICE,MONGOLIA,Ministry of Justice and Internal Affairs of Mongolia,ConfidenceLevel.HIGH,"[1] Ministry of Justice and Internal Affairs (Mongolia) - Wikipedia (https://en.wikipedia.org/wiki/Ministry_of_Justice_and_Internal_Affairs_(Mongolia)) - Published: 2025-03-09 
    a Mongolian government agency that upholds the principles of fairness and rule of law in Mongolia, and aims to create legal guarantees.

[2] ️Ministry of Justice and Internal Affairs of Mongolia (MOJHA) (https://www.developmentaid.org/organizations/view/143626/ministry-of-justice-and-internal-affairs-of-mongolia-mojha) - Updated: 2025-09-29 
    Ministry of Justice and Internal Affairs of Mongolia (MOJHA) — Government Body from Mongolia with 51-200 employees, it`s involved in Human Rights, ...

[3] Ministry of Justice and Internal Affairs of Mongolia to Cooperate with ... (https://www.montsame.mn/en/read/354937) - Published: 2024-11-01 
    The Joint Government intends to prioritize ensuring human rights and combating corruption in the next four years and make reforms and major changes...

[4] Ministry of Justice and Internal Affairs (Mongolia) - Devex (https://www.devex.com/organizations/ministry-of-justice-and-internal-affairs-mongolia-140334) 
    MISSION · The mission of the Ministry is to implement the principle of justice and rule of law in Mongolia and to provide the state with legal guar...

[5] Minister of justice meets with Mongolia's minister of justice and ... (http://en.moj.gov.cn/2025-09/24/c_1128108.htm) - Published: 2025-09-24 
    China's Minister of Justice He Rong met with a delegation led by Munkhbaatar Lhagva, minister of justice and internal affairs of Mongolia, ...

[6] Mongolia - National Organ - HCCH | Authority (https://www.hcch.net/en/states/authorities/details3/?aid=1165) - Published: 2024-11-04 
    The Ministry of Justice and Home Affairs of Mongolia. Address: 5th Government Building, 8/4 Shirendeviin Street, Chingeltei district, Ulaanbaatar 1...

[7] Mongolia - The Ministry of Justice (https://www.moj.go.jp/EN/housouken/houso_houkoku_mongolia.html) - Published: 2021-01-01 
    The International Cooperation Department is currently examining what kind of support activities to advance for Mongolia in the future.

[8] 2023 Country Reports on Human Rights Practices: Mongolia (https://www.state.gov/reports/2023-country-reports-on-human-rights-practices/mongolia) 
    The Ministry of Justice stated the case against the two seriously violated human rights. Prison and Detention Center Conditions. Some reports regar...

[9] Mongolia - Central Authority - HCCH (https://www.hcch.net/en/states/authorities/details3/?aid=555) - Published: 2025-07-09 
    Ministry of Justice Office of Immigration, Naturalization and Foreign Citizens. contact persons: Head of Naturalization Section Khangerel ...

[10] Ministry of Justice and Home Affairs - Gov.mn (https://www.gov.mn/en/organization/mojha) - Published: 2025-10-01 
    It is to implement the principles of justice and rule of law in Mongolia, and create legal guarantees for the state to ensure human rights and free..."
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for JUSTICE in GAMBIA?",,JUSTICE,GAMBIA,Ministry of Justice,ConfidenceLevel.HIGH,"[1] Minister of Justice (The Gambia) - Wikipedia (https://en.wikipedia.org/wiki/Minister_of_Justice_(The_Gambia)) - Published: 2025-03-14 
    The Minister of Justice in the Gambia is the cabinet member who heads the Ministry of Justice. All Ministers of Justice concurrently serve as Attor...

[2] Attorney General and Minister of Justice (https://moj.gov.gm/attorney-general/) - Updated: 2025-10-22 
    Mr. Dawda A. Jallow is the Attorney General and Minister of Justice of the Republic of The Gambia. He was born in the West Coast region of The Gamb...

[3] The Attorney General's Chambers and Ministry of Justice – The ... (https://moj.gov.gm) - Published: 2024-05-21 
    The Ministry of Justice provides indispensable legal services in promoting and protecting rule of law, justice delivery and good governance.

[4] Ministry of Justice (https://www.moj.gm) - Published: 2024-03-05 
    The Attorney General's Chambers and Ministry of Justice provides indispensable legal services in promoting and protecting rule of law, justice deli...

[5] Contact Us - Attorney General's Chambers and Ministry of Justice (https://www.moj.gm/contact) - Published: 2025-01-01 
    Attorney General's Chambers and Ministry of Justice Marina Parade The Gambia, West Africa Call Center (+220) 422-8450 (+220) 422 7238 (+220) 422 6150

[6] Hon. Hussein Thomasi, Solicitor General at the Gambia ... - YouTube (https://www.youtube.com/watch?v=4b_EGIEQtIE) - Published: 2025-10-21 
    Hon. Hussein Thomasi, Solicitor General at the Gambia_ Ministry of Justice, delivering a statement on behalf of H.E. Dawda A. Jallow, ..."
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for JUSTICE in BAHRAIN?",,JUSTICE,BAHRAIN,"Ministry of Justice, Islamic Affairs and Waqf",ConfidenceLevel.HIGH,"[1] Ministry of Justice (Bahrain) - Wikipedia (https://en.wikipedia.org/wiki/Ministry_of_Justice_(Bahrain)) - Published: 2018-07-01 
    The Ministry oversees all administrative aspects related to the court system in the country while keeping contact with the Supreme Council of the J...

[2] Bahrain - Central Authority (Art. 2) and practical information - HCCH (https://www.hcch.net/en/states/authorities/details3/?aid=1230) - Published: 2025-09-19 
    Contact details: Address: Ministry of Justice, Islamic Affairs and Waqf P.O. Box 450, Manama Kingdom of Bahrain. Telephone: 0097317513372.

[3] Ministry of Justice, Islamic Affairs & Waqf Bahrain - DataFlow Group (https://dataflowgroup.com/organization/ministry-of-justice-islamic-affairs-and-waqf/) - Published: 2025-01-25 
    The Ministry of Justice, Islamic Affairs and Waqf (MOJ) in Bahrain is instrumental in upholding justice and advancing Islamic affairs in the region.

[4] Ministry of Justice, Islamic Affairs and Waqf - Entity Contact information (https://www.bahrain.bh/wps/portal/en/BNP/GSX-UI-AllEntities/GSX-UI-EntityDetails?entityID=13) - Published: 2025-10-14 
    Available contact information to reach and connect with the entity. Phone Main Branch 17513000 Call Centre 17513000 Fax General Fax 17536343

[5] Ministry of Justice, Islamic Affairs and Waqf - Bahrain.bh (https://www.bahrain.bh/wps/portal/en/BNP/ServicesCatalogue/GSX-UI-PServicesByEntity?entityID=13) - Published: 2025-10-12 
    Service Directory · Issuance of a license to print the Bahrain Calendar · Issuance of a new Hajj License · Issuance of a new Umrah campaign license..."
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for JUSTICE in SURINAME?",,JUSTICE,SURINAME,Ministry of Justice and Police,ConfidenceLevel.HIGH,"[1] [PDF] Suriname - Organization of American States (http://www.oas.org/juridico/english/sur_res_en.pdf) - Updated: 2025-10-05 
    Suriname has a democratic system with a President as head of state. It has standards of conduct for public functions, and ratified the Inter-Americ...

[2] Experts of the Human Rights Committee Commend Suriname for its ... (https://www.ohchr.org/en/meeting-summaries/2024/07/experts-human-rights-committee-commend-suriname-its-commitment-judicial) - Published: 2024-07-12 
    The delegation of Suriname was made up of representatives of the Ministry of Justice and Police; the Ministry of Foreign Affairs; the Ministry ...

[3] Ministry of Justice and Police Immigration Affairs, Centrum ... (https://whoswho.sr/listing/ministry-of-justice-and-police-immigration-affairs.html) 
    The Ministry of Justice and Police Immigration Affairs safeguards fundamental rights, provides legal aid, manages detention policies, ensures inter...

[4] [PDF] suriname - State.gov (https://2009-2017.state.gov/documents/organization/186755.pdf) - Updated: 2025-05-21 
    Various sections of the Ministry of Justice and Police, including the Fraud Police and the Attorney. General's Office, were responsible for combati...

[5] Suriname - Caribbean Court of Justice (https://ccj.org/member-states/suriname/) - Updated: 2025-06-26 
    Suriname Trinidad and Tobago Judgments & Proceedings Publications Contact Us Caribbean Court of Justice 134 Henry Street PO Box 1768 Port of Spain

[6] Category:Government of Suriname - Wikipedia (https://en.wikipedia.org/wiki/Category:Government_of_Suriname) - Published: 2022-01-01 
    List of ministers of Justice and Police (Suriname) · Luchtvaartdienst Suriname ... S. Suriname Investment and Trade Agency · Surinamese passport · ...

[7] Contact Information: Suriname - WIPO (https://www.wipo.int/members/en/contact.jsp?country_id=161) - Published: 2022-01-01 
    Office of the Attorney General and Department of Justice. Web site address, http://www.copyright.go.ke/. Address. 5th Floor NHIF Building Ragati Ro...

[8] 2024 Country Reports on Human Rights Practices: Suriname (https://www.state.gov/reports/2024-country-reports-on-human-rights-practices/suriname) 
    There were no significant changes in the human rights situation in Suriname during the year. Significant human rights issues included credible repo...

[9] CariSECURE Launches National Task Force in Suriname to ... (https://www.undp.org/suriname/carisecure-launches-national-task-force-suriname-strengthen-data-driven-crime-prevention) - Updated: 2025-03-10 
    The government of Suriname launched a National Task Force to improve the way law-enforcement agencies use data for violence and crime prevention po...

[10] List of ministers of Justice and Police (Suriname) - Wikipedia (https://en.wikipedia.org/wiki/List_of_ministers_of_Justice_and_Police_(Suriname)) - Published: 2024-08-29 
    Among its responsibilities, the ministry enforces human rights, provides social legal assistance, oversees policies regarding detainees, and mainta..."
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for JUSTICE in KIRIBATI?",,JUSTICE,KIRIBATI,Ministry of Justice,ConfidenceLevel.HIGH,"[1] Ministry of Justice (Kiribati) - Wikipedia (https://en.wikipedia.org/wiki/Ministry_of_Justice_(Kiribati)) - Published: 2024-08-29 
    The Ministry of Justice of Kiribati is responsible for the administration of law and justice, service-related policies, prisons and the probationar...

[2] Ministry of Justice (MOJ) - Kiribati Trade Portal (https://kiribati.tradeportal.org/Contacts/54?l=en) 
    Ministry of Justice (MOJ). Ministry of Justice (MOJ). Address: Bairiki 686. Tel: +68675022801. www.justice.gov.ki. https://www.facebook.com/MOJKiri...

[3] [PDF] KIRIBATI 2023 HUMAN RIGHTS REPORT - State Department (https://www.state.gov/wp-content/uploads/2024/02/528267_KIRIBATI-2023-HUMAN-RIGHTS-REPORT.pdf) - Updated: 2025-05-28 
    In October. 2022, the government appointed the attorney general as the new chief justice and, in March appointed two “commissioners” to serve as ju...

[4] Kiribati Ministry of Justice, Human Rights Unit. - YouTube (https://www.youtube.com/watch?v=NIVYDqe28p0) - Published: 2019-06-12 
    A short video explaining the establishment and operation of the Human Rights Unit under the Ministry of Justice by the Kiribati Government, ...

[5] Ministry of Justice (MOJ) | Employment Kiribati (https://employment.gov.ki/ministry-justice-moj) - Published: 2004-02-01 
    Ministry of Justice (MOJ) Image moj Contact Us +686 750 21097 / 750 21068 PO Box 69, Bairki, Tarawa, Kiribati

[6] A-Z Government and Agencies Contacts | kiribati.gov.ki (https://kiribati.gov.ki/a-z-index?page=2) - Published: 2004-02-01 
    Ministry of Justice. P.O. Box 487. Bairiki, Tarawa. Phone: 75022801 - Headquarter. Phone: 75126533 - Betio. Website: www.moj.gov.ki. Email: info@mo...

[7] Ministry of Justice (MOJ) | Employment Kiribati (https://www.employment.gov.ki/node/432) 
    MEHR. Contact Us. +686 750 21097 / 750 21068; P.O. Box 69, Bairki, Tarawa, Kiribati; | |. Quick Links. EIRC, 2015. OHS Act ...

[8] Cabinet - President Taneti Maamau (https://www.president.gov.ki/government-of-kiribati/cabinet.html) - Published: 2020-01-01 
    The Cabinet works as a team to look directly at the needs of the people; it is not their role to be concerned with Ministry work programs and workl..."
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for JUSTICE in ROMANIA?",,JUSTICE,ROMANIA,Ministry of Justice,ConfidenceLevel.HIGH,"[1] Ministry of Justice (Romania) - Devex (https://www.devex.com/organizations/ministry-of-justice-romania-133423) - Published: 2006-12-13 
    The Ministry of Justice contributes to the judiciary, ensures justice, establishes policies, regulates the legal framework, and ensures respect for...

[2] Organization and functioning of the Romanian Public Ministry (https://rm.coe.int/organisation-of-the-public-ministry-in-romania/168077636a) - Published: 2004-01-01 
    The Romanian Public Ministry is a public authority, part of the judiciary, representing the general interests of the society and defending the rule...

[3] Romanian Ministry of Justice | IALS Digital resources (https://resources.ials.sas.ac.uk/eagle-i/romanian-ministry-justice) - Updated: 2025-03-12 
    Website of the Romanian Ministry of Justice, the government department with responsibility for the administration of justice and the judiciary.

[4] Romania - Central Authority (Art. 4) - HCCH (https://www.hcch.net/en/states/authorities/details3/?aid=1007) - Published: 2024-04-04 
    The Romanian Central Authority is at Ministry of Justice, 17 Apolodor street, 5-Bucharest. Contact via phone at 040372041218 or 0040372041077, ...

[5] Central Authority - Romania - HCCH (https://www.hcch.net/en/states/authorities/details3/?aid=271) - Published: 2024-04-02 
    The Central Authority for Romania is the Ministry of Justice, located at Strada Apollodor 17, Sector 5 BUCURESTI, Cod 050741, Romania. Contact ...

[6] Ministries (https://www.gov.ro/en/government/organization/ministries) - Updated: 2025-01-29 
    Ministries · Ministry of Transport and Infrastructure · Ministry of Finance · Ministry of Internal Affairs · Ministry of Foreign Affairs · Ministry...

[7] Ministerul Justiției (https://www.just.ro) - Published: 2025-06-27 
    Acest site este cofinanțat din Fondul Social European, prin Programul Operațional Capacitate Administrativă 2014-2020. Proiect cod SMIS 120126/ SIP...

[8] ️Ministry of Justice Romania - DevelopmentAid (https://www.developmentaid.org/organizations/view/34390/ministry-of-justice-romania) - Updated: 2025-10-19 
    The Ministry of Justice of Romania (Romanian: Ministerul Justiţiei) is one of the ministries of the Romanian Government. It administers the judicia...

[9] Ministry of Justice Arhive - U.S. Embassy in Romania (https://ro.usembassy.gov/tag/ministry-of-justice/) - Updated: 2025-01-19 
    4-6, Dr. Liviu Librescu Blvd. District 1, Bucharest 015118 Romania Telephone: (+40) 21 200-3300. Fax: (+ ..."
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for JUSTICE in ZAMBIA?",,JUSTICE,ZAMBIA,Ministry of Justice,ConfidenceLevel.HIGH,"[1] Ministry of Justice (Zambia) - Wikipedia (https://en.wikipedia.org/wiki/Ministry_of_Justice_(Zambia)) - Published: 2025-04-04 
    The Ministry of Justice is a ministry in Zambia. It is headed by the Minister of Justice. The Mission of the Ministry is to provide legal services.

[2] [PDF] Ministry of Justice | PMRC Zambia (https://www.pmrczambia.com/wp-content/uploads/2015/06/Ministry-of-Justice.pdf) - Updated: 2024-03-05 
    The Ministry of Justice handles administration of estates, legal education, human rights, inquests, judiciary, law revision, legal aid, and prosecu...

[3] 705550 - Government Directory of Zambia (https://www.government.co.zm/home/company/705550) - Published: 2024-01-01 
    About Us: The Ministry of Justice is responsible for ensuring justice, the rule of law, and the legislative protection of human rights and freedoms...

[4] Judiciary of Zambia (https://judiciaryzambia.com) - Published: 2025-08-16 
    Official website of the Judiciary of Zambia – providing access to court services, legal information, case updates, and resources to support justice...

[5] Ministry of Justice (Zambia) - Devex (https://www.devex.com/organizations/ministry-of-justice-zambia-143449) - Updated: 2025-10-14 
    As Ministry of Justice we pledge to carry out our responsibilities and duties with integrity, professionalism, sobriety, creativity and courteousness.

[6] Ministries & Provincial administration - cabinet office (https://www.cabinet.gov.zm/?page_id=2029) - Published: 2024-01-01 
    Lusaka, Zambia. Ministry of Justice, P.O Box 50106, Tel: +260 211 252034/251588, Visit Site, info@moj.gov.zm. Lusaka, Zambia, Fax:+260 211 253452. ...

[7] Ministry of Justice - On the Amendment of the Public Order Act (https://www.parliament.gov.zm/node/7699) - Updated: 2024-05-17 
    Ministerial Statement on the Amendment of the Public Order Act by the Minister of Justice, Hon Given Lubinda, MP, presented on 3rd October 2018.

[8] https://www.moj.gov.zm/?page_id=2226 (https://www.moj.gov.zm/?page_id=2226)"
